,review_id,user_id,business_id,stars,useful,funny,cool,text,date,labels_3,labels_2,year
10,-wsNpVhc3D-wDmBXRwnGTw,3MYdpmHeNwC6FquRWi3YOg,ZPwFVWoiqFOTbnhfSuK-ZQ,2.0,1.0,2.0,0.0,Un-safeway.  Meet homeless people and drug addicts while you shop for food.,2005-03-02 04:53:42,negative,negative,2005
11,zAt_9VNW7TzeUaDM-FFBMw,B6FbaEEn5Uh4kEqv4kUdgA,rtykgAe3cXao_PuzgT8mPA,4.0,0.0,0.0,0.0,i love the breadbowls...doesn't matter what they serve in 'em...still yummy!!!!,2005-03-02 22:13:59,positive,positive,2005
12,jeIAHWWllaXPK-qUjAK6Gg,3MYdpmHeNwC6FquRWi3YOg,dMGWB4TEfEhgInQefGimAw,5.0,1.0,0.0,1.0,"Chefs awesome, servers not great.

Update to 5 stars on 8/27/05: Servers better now.  Cool place, great sushi, they present it nicely too.  I tried cold sake last time and liked it, I just wish I knew what kind it was : )  I think it's a cool place and the sushi is really good.  Portions are large.  Some of the rolls are enough for a whole meal.",2005-03-04 02:06:36,positive,positive,2005
13,FfzcGEJ1pYUx8jy0BDAW9Q,3MYdpmHeNwC6FquRWi3YOg,ajfmcCilbPMKb_VxswIuQQ,3.0,0.0,0.0,0.0,"A hippie coffee store, but with free wifi.  Also I haven't seen people smoking inside.",2005-03-04 02:16:43,neutral,negative,2005
14,bPC_RuvUUlit5dBbwNuJUQ,3MYdpmHeNwC6FquRWi3YOg,R3k8rXhJZqsrGDQd-oYJ3w,2.0,1.0,2.0,0.0,Overpriced with somewhat knowledgeable staff.  Only bought an item mismarked to my advantage.,2005-03-04 02:27:33,negative,negative,2005
15,h6C67_anU_4EqWqeyfgy4w,3MYdpmHeNwC6FquRWi3YOg,9zlIJ7Q5W4AENjpGgaNSsQ,5.0,0.0,0.0,1.0,"Rated 5 stars for their sign that reads ""IF YOU CAN READ THIS SIGN (SNIPERPIC) OUR SNIPERS CAN DROP YOU""",2005-03-04 02:40:25,positive,positive,2005
16,mblALCE8KmqBRMjVvfPNzQ,3MYdpmHeNwC6FquRWi3YOg,8fWtmzdexsuVnxuZx_vPVw,3.0,0.0,0.0,0.0,Recently changed owners and food is now just okay.  Thai iced tea rules.,2005-03-08 04:03:50,neutral,negative,2005
17,Lpd82eN3JYDcnLBMYLGp9g,3MYdpmHeNwC6FquRWi3YOg,70HV0S-FL7oaiSIN5Iwg-A,2.0,0.0,0.0,0.0,"Food is great (get a menu in Chinese), but it doesn't really matter when there are employees pushing around carts of dirty dishes and garbage by the tables.  The aquarium they have is so dirty it is nearly opaque so sit somewhere where you can't see it.",2005-03-08 04:35:15,negative,negative,2005
18,XMhz09Lx8IQz_9HphINO4Q,58yhbFfNHjULDZx0FD-Dvw,e5gOtAH36l70fexYypnG5Q,5.0,0.0,0.0,0.0,One of the top Mexican restaurants in Tucson. A cozy environment featuring authentic cuisine and friendly service. Family owned! Better than any franchise!!!!,2005-03-08 05:05:58,positive,positive,2005
19,dCS6vtuFAvwHdEkXseWjHA,58yhbFfNHjULDZx0FD-Dvw,J5a2ebSvwIStqCDZEp2E_g,5.0,0.0,0.0,0.0,"For Greek food fast, Jim's is my top pick.  They have the best gyros I've ever had. Go hungry, because the portions are HUGE! Great side dishes come with your gyro if you choose the combo. The Chicken Plate or the Greek Salad are yummy alternatives to red meat.",2005-03-08 05:10:34,positive,positive,2005
20,5mFl5K_I0Yjz2XX2RiDuMA,58yhbFfNHjULDZx0FD-Dvw,U06ky7tOjrwad_zx05D9yQ,4.0,0.0,0.0,0.0,"This is a good bar to just chill out, drink and talk with friends. It is a nice change from the Greek (frat/sorority) infested bars near the University. The drinks are really good.  Mid-20s to 30s crowd.",2005-03-08 05:16:12,positive,positive,2005
21,4W4ycmYn41UltMNrcCtomg,58yhbFfNHjULDZx0FD-Dvw,fC8DHXpbNzlVTDo3ROboXg,4.0,1.0,0.0,0.0,I give this bar a great rating mostly for the hurricanes! The hurricanes are the best I've ever had from any bar I've been to. Also it's a great atmosphere for those of you who enjoy jazz/blues music; there is usually a live band.  The downside can be the crowd--depending on the night you go the bar has a lot of people our parents' age there. But they still know how to have a good time!,2005-03-09 03:03:03,positive,positive,2005
22,zQAx6R3nAZq14qeptM8cCw,58yhbFfNHjULDZx0FD-Dvw,e3CnhtpEVpNISwOAWoxjJg,1.0,2.0,4.0,1.0,"More like GHETTO mart. I HATE THIS STORE! Cheap prices at the cost of your sanity. If you like being run over by FUPAs, shopping carts, drug addicts, trailer trash and unruly children: shop at Walmart! Tiny aisles. Dirty sidewalks and parking lots. I'll pay a little extra money to shop at  Target, thanks. Oh and it really doesn't matter which location you go to, eastside, northside, southside, it's all the same. They all SUCK!",2005-03-09 03:13:41,negative,negative,2005
23,MuCIjoEh301mSxP6J_bcBQ,58yhbFfNHjULDZx0FD-Dvw,50yKOLjTxUXKkLVYrAHRAw,4.0,0.0,0.0,0.0,"A real ""hole in the wall"" but awesome food. This diner is one of the oldest in Tucson. Great sandwiches, salads etc. for a good price. They make their own ice cream. The chcolate milkshakes are to die for!",2005-03-09 03:16:58,positive,positive,2005
24,2_akhj1xajjbNQcZKnRmgQ,58yhbFfNHjULDZx0FD-Dvw,KSpf-49YrOuFT0w0BLdY9g,2.0,4.0,3.0,1.0,Total rip off! Old people with sticks up their asses eat here. Great view though...,2005-03-09 03:24:06,negative,negative,2005
25,aUuqlraDhN1vRxpZkpJAeQ,58yhbFfNHjULDZx0FD-Dvw,rgT1MuKGJHgdNqdm1zxJHw,5.0,4.0,1.0,1.0,CHOCOLATE!!!!! Who the hell doesn't like good chocolate? I highly recommend the dark choclate almond clusters.,2005-03-09 03:26:13,positive,positive,2005
26,qU51pK9Ui3pG5phxzUKtyA,58yhbFfNHjULDZx0FD-Dvw,xwKYBPO0ByGlkvNcr8FdqQ,4.0,0.0,0.0,0.0,"Romantic and cozy French restaurant. A bit pricey, but you get your money's worth with the nice portions. The escargot is highly recommended. Try and save room for dessert.",2005-03-09 06:37:47,positive,positive,2005
27,D5D7XSWSX08xy3y_4ruDLQ,58yhbFfNHjULDZx0FD-Dvw,1dLWCD6CjSHD7PTfi5ZVNQ,4.0,0.0,0.0,0.0,"The best Vietnamese food in Tucson. The menu features Vietnamese, Chinese and Thai food. GET THE VIETNAMESE FOOD because, uh, that's what kind of restaurant it is. Don't be like those weirdos who order hamburgers at a Mexican restaurant. Be sure to try one of their Boba tapioca slushie drinks.",2005-03-09 07:11:28,positive,positive,2005
28,6BmX64U2M_JtgWcMKg1_lQ,58yhbFfNHjULDZx0FD-Dvw,E66joroQ57qso7Hp_2vPGA,2.0,5.0,1.0,1.0,Worst Vietnamese food my dad and I have ever had. Not authentic at all! The pho had all the wrong flavors and the ban xeo was too greasy.,2005-03-09 07:13:10,negative,negative,2005
29,cKGt3J4dtIs2otxye0sRrw,58yhbFfNHjULDZx0FD-Dvw,IKMAgK2m6WRIViVFB2vAFQ,3.0,0.0,0.0,0.0,"Not the best but decent enough. This is a good place to go if you work for/near the UA and want a quick lunch. Boba drinks are tasty, try Taro Snow.",2005-03-09 07:14:58,neutral,negative,2005
30,XEuX4CiBuzNVdGObA8j3fQ,58yhbFfNHjULDZx0FD-Dvw,96myvjjiQW8ZFp4LrE1gXQ,5.0,1.0,0.0,1.0,"Andy and I spent our first New Year's eve together at this resort. Nice rooms, good food, romantic spot. Enjoy the Sonoran desert here. Also a great place to have brunch.",2005-03-09 07:18:21,positive,positive,2005
31,k6QdreYeqRXHOTHKFkMacQ,58yhbFfNHjULDZx0FD-Dvw,YSRM9nWQn40eg49tSiI-_Q,5.0,1.0,0.0,0.0,Authentic Mexican food. I have never had complaints here! And it was good enough for Bill Clinton!,2005-03-09 07:20:08,positive,positive,2005
32,bpraoKKp9AbNYbm1M6113A,58yhbFfNHjULDZx0FD-Dvw,B10mqANgHvL8gBteo1UhAA,5.0,0.0,0.0,0.0,My favorite Italian restaurant in Tucson. Family owned since the 1930's or 40's. Excellent lasagna and chicken parmesean. Why people flock to the Olive Garden over this place is beyond me....,2005-03-09 07:23:26,positive,positive,2005
33,fZC7KU3pwo_Zs4H6c6K_6A,58yhbFfNHjULDZx0FD-Dvw,9zlIJ7Q5W4AENjpGgaNSsQ,4.0,0.0,0.0,0.0,Delicious deep dish Chicago-styled pizza. The only downside is that there isn't a lot of room to sit. But the food and service is good.,2005-03-10 05:39:45,positive,positive,2005
34,SXEaqdvMiYs2LNxeIbM51w,58yhbFfNHjULDZx0FD-Dvw,aAyCUTc7y9ZIN1OZ7tGe6Q,5.0,0.0,0.0,0.0,"Authentic and healthy Japanese food! People who have been to Japan before tell me that this place brings back memories of their trips. Sushi isn't featured so much, this is more of a noodle bowl/rice bowl/bento box place. Also has a cute litte gift shop area.",2005-03-10 05:53:34,positive,positive,2005
35,bu3uUEwWS2iKYpyrudVkRg,58yhbFfNHjULDZx0FD-Dvw,p-P6Vwx5TVXgnk6mNcV0zA,5.0,1.0,1.0,1.0,British tea time! The perfect place for us girls to have a nice afternoon together. Cute and cozy atmosphere. The gift shop is fun. Leave your man at home unless you are trying to torture him. Reservations suggested.,2005-03-10 06:01:53,positive,positive,2005
36,TCM2Yq1F77rbt1FfxyedbA,58yhbFfNHjULDZx0FD-Dvw,beV1_vL3qFiQCX4pc7KBUw,3.0,0.0,0.0,0.0,Decent place for used books (not including textbooks). Not so great for used music and movies.,2005-03-10 06:04:15,neutral,negative,2005
37,pabQrpFECYhTkp6Yu4mJJw,58yhbFfNHjULDZx0FD-Dvw,aYHjJJ64whQsxZjx5rUe_w,3.0,1.0,0.0,0.0,"Upscale place, but you don't get good sushi for the money. The quality is fine but the portions are tiny! That is how they dig into your wallet.",2005-03-10 06:07:52,neutral,negative,2005
38,eUucfxgRvEpfoYnXl8z3nQ,58yhbFfNHjULDZx0FD-Dvw,RdOfczOGawEkwKbWn4SGhA,2.0,1.0,1.0,1.0,"Not the best zoo, but once in awhile it is somewhere fun to go in Tucson, where there is practically nothing to do.",2005-03-10 06:11:09,negative,negative,2005
39,xFtcrndK4GNIJaRtmAFCIw,58yhbFfNHjULDZx0FD-Dvw,TFzKrlAKIz7h_TAgLaDW0w,3.0,0.0,0.0,0.0,"Great for lunch! Good lunch deals and fast service! I recommend the special bento box lunch, the Makanouchi. Do not go for dinner, because they jack up the prices way high for the same thing you get at lunch! The sushi isn't the best. Not bad, just ok. Stick with the meals.",2005-03-10 06:14:37,neutral,negative,2005
40,vtAyKUutGdZGZ1B46zIOHw,58yhbFfNHjULDZx0FD-Dvw,x0eoomyyX1z7yeRcPglgSQ,5.0,0.0,0.0,0.0,The best sushi place in Tucson by far! Fresh ingredients. During the weekends go early because there is a wait. Try the Pancho Roll.,2005-03-10 06:16:21,positive,positive,2005
41,7m1cLOZfpe3BkBUiNex9jw,58yhbFfNHjULDZx0FD-Dvw,C3t83b54TiCf64KdrkTiLQ,1.0,1.0,3.0,1.0,Slutty and cheap clothes for low prices! What more could a skank ask for!,2005-03-10 06:28:03,negative,negative,2005
42,QTE44bHheG6ugQU4em4SdQ,B6FbaEEn5Uh4kEqv4kUdgA,f82dhKNiUXsDVPMLqKYiIQ,3.0,0.0,0.0,0.0,"OK lunch buffet, but too oily.  i think weekend buffet is better than weekday.",2005-03-12 03:47:06,neutral,negative,2005
43,hCgm-d0QEbkDLs2b0IWLpQ,3MYdpmHeNwC6FquRWi3YOg,5YRHE2foNVmv1n8VIJcb-A,3.0,0.0,0.0,0.0,"Sushi was good, not great.  They have a nice fountain and sushi specials every day.",2005-03-12 18:14:48,neutral,negative,2005
44,BHmyv9NdA24zpB72GlsySw,3MYdpmHeNwC6FquRWi3YOg,F4Pk3sNtkPCYLColKYpuwQ,1.0,0.0,0.0,0.0,There are always 4 employees stuffed in the closet space that is the single order counter of this tiny Starbucks.  No wonder they are so impatient and rude.,2005-03-12 18:18:34,negative,negative,2005
45,jc6LBOrY9Y2ovxr0UIBbDw,3MYdpmHeNwC6FquRWi3YOg,ZWQKlFu_fFzMkkn5mWkfSQ,4.0,0.0,0.0,0.0,Work with Chad to make a reasonable deal.  My TSX is awesome.  Their service center is reputable but not as personable as they once were due to management changes.,2005-03-12 18:37:40,positive,positive,2005
46,Oy3Qd71MqWOUCSq6j6SywQ,58yhbFfNHjULDZx0FD-Dvw,xq7g2AzTzVLCv72NtnCEWA,3.0,0.0,0.0,0.0,Pretty good burgers! The steak fries are awesome and you get unlimited fries with your order.,2005-03-14 03:53:09,neutral,negative,2005
47,9sJUfBjbycntpcjs9EWhMQ,3zBJUlWtPNoZ0uN83ODbyg,XkQadWW9bUR855KvPZBNUw,3.0,0.0,0.0,0.0,I like the Marzen beer.  I came for a business function so the food was served buffet style.  I don't know much on New Orleans food but the jambalaya was pretty good.,2005-03-14 18:07:51,neutral,negative,2005
48,s6ExuBO2VEwTG9e-H5muBg,3zBJUlWtPNoZ0uN83ODbyg,0uxg3_noVCE78Wgjb8DSyA,4.0,0.0,0.0,0.0,Great pralines as well as a great selection of hot sauces.  Highly recommended.,2005-03-14 23:25:29,positive,positive,2005
49,ocPjTgIqZJaCnVehOaPmEQ,9Z2UEd_f6eC17YxifpWfMw,7n-8nhFq266slKmHJEY1-Q,3.0,1.0,0.0,0.0,"ya wanna get crunked? No problem, buy a 16oz of the finest malts for $1.19...that's about 7.5cents an ounce, best bang for yo bill! Good location, lot's of homies..brown bag to stardom",2005-03-14 23:43:07,neutral,negative,2005
50,SU_yhGCbx3y36nveTc3-yA,9Z2UEd_f6eC17YxifpWfMw,ZfiHVKQazjdPuwECrZ-dag,4.0,0.0,0.0,0.0,"Cool cute and funny waitress named Brandy... Good food, funny servers. About 13bucks for a full variety entree! Get yo shine on here.",2005-03-14 23:58:21,positive,positive,2005
51,Hndunj0qBdo6r1LvBjYvDA,3zBJUlWtPNoZ0uN83ODbyg,ZfiHVKQazjdPuwECrZ-dag,3.0,0.0,0.0,0.0,"I had Jambalaya, Red Beans and rice and BBQ shrimp.  Ask to be served by Brandy.  She may forget a meal or a drink but she's a hillarious waitress.",2005-03-14 23:58:54,neutral,negative,2005
52,BaBfF1jqg1FDjn2tEXwcyQ,9Z2UEd_f6eC17YxifpWfMw,8R-ObAoppiDpucPYjyncUw,3.0,0.0,0.0,0.0,curly moustache bartender is the man. I also hear the breakfast is really good.,2005-03-15 00:40:08,neutral,negative,2005
53,5FLqz-recALvwk33Mp970Q,9Z2UEd_f6eC17YxifpWfMw,Gf6VxoCCxdbJkInNGH6l2A,3.0,0.0,1.0,0.0,"good location and relaxation..a place to get yo Z's. If it's on a bed or on the floor, La Quinta provides a mediocre hotel experience. Sleeping on the floor is recommended only if you can bear the smell of poop that permeates the ground, some sort of phantom smell.",2005-03-15 00:42:22,neutral,negative,2005
54,sFaGpo8aR9CJ9ObM57rx7w,9Z2UEd_f6eC17YxifpWfMw,XkQadWW9bUR855KvPZBNUw,4.0,0.0,0.0,0.0,I always enjoy a Gordon Biersch beer! Cool waitresses but they freak out and ignore you the more you drink. Apparently they can only put up with a little bit of drunken chatter. Nice and simple atmosphere with the option of patio wining and dining.,2005-03-15 05:03:30,positive,positive,2005
55,0pHI914wTiymwnRWfojqKQ,9Z2UEd_f6eC17YxifpWfMw,n_fUROdhfmLwd_mpBi55ew,5.0,1.0,1.0,0.0,"The original muffulata! It's really awesome, and that's the only thing on the menu at the deli. The whole thing is pretty big, so it's best to save some for later. If in New Orleans, you ought to go! It's been in business for 80 years, one of the oldest in the country....I'm willing to walk miles for this sandwich.",2005-03-16 04:21:03,positive,positive,2005
56,cw5XZp9Up48d69R5AXDaVQ,3zBJUlWtPNoZ0uN83ODbyg,n_fUROdhfmLwd_mpBi55ew,5.0,0.0,0.0,0.0,Greatest muffuletta ever. The olive salad with the sandwich seals the deal.  If you are in New Orleans ch-zeck this place out.  It's a must.,2005-03-16 04:23:50,positive,positive,2005
57,0djAd_YG1EVbbvVsv7vJjA,3zBJUlWtPNoZ0uN83ODbyg,XScJI9exHgC0u_c3vmm1vQ,3.0,0.0,2.0,0.0,"Dude, I made like 8 dollars in profit at harrah's.  I beat the system man!",2005-03-16 04:26:19,neutral,negative,2005
58,vxW3l9QNpg27lcK7FEqHiA,9Z2UEd_f6eC17YxifpWfMw,XScJI9exHgC0u_c3vmm1vQ,3.0,0.0,0.0,0.0,"Casinos suck! This was the first time i've gambled legally. I was down the entire night, but came home with a nice 2 dollars. Unlike other lamers, I was able to leave while ahead. Angel had a nice set of ""chips!""",2005-03-16 04:29:09,neutral,negative,2005
59,xqwSiEGXboCCGk9wH1pcvQ,3zBJUlWtPNoZ0uN83ODbyg,Gf6VxoCCxdbJkInNGH6l2A,2.0,0.0,2.0,0.0,I was going to write a positive reivew on this until i hit the spa.  Wow.  This hotel literally has bleach in the spa.  I forgot my swimming trunks and ended up going with my boxers.  I came in the spa with brown boxers and ended up with purple.  Way too much chlorine.    The continental breakfast is alright and the location is great so no knocks there.,2005-03-16 04:33:03,negative,negative,2005
60,RUAWUgZHGdd88LMqgcXC1A,vetI1F4btXdQAe5G2A2ciA,i-n7LKMjQsH94wfW8FNMBg,5.0,1.0,1.0,0.0,"Tarpon Springs feels almost like a foreign country. Sponge-o-rama, located in the heart of the ""Sponge District"" is like a different planet. If you haven't had enough of the natural sponges just walking through the village, you'd best try out this museum so you can learn the sometimes humorous, sometimes terrifying, and all-too true history of sponge farming. There's a great giant underwater suit helmet by the entrance. Take this space to prepare yourself, then head into the museum. Catch the film, which shows how divers find sponges, and why exactly natural sponges are superior to their artificial counterparts. Then enjoy the dioramas next door. Popular Greek Foods! How Spongers Are Paid! And my personal favorite... The Sponge Divers Nightmare. All of the dioramas have been sorely neglected over the years. Grime covers the windows. The Nightmare diorama shows some poor soul, too eager to bring his sponges to the surface, dying of the bends on his way up. He now lies on the boat floor, bleeding from all kinds of orifices. The sorrow does not end here, my friends. The sponge fields around Tarpon Springs are drying up from over-harvesting. Soon, the whole sponge industry in Tarpon may be dying out. Of course, this comes courtesy of a film that's like 50 years old, so whatever.",2005-03-18 01:49:32,positive,positive,2005
61,zwUCV1hvhBQUyrTLUcx4bQ,y8lz_6KWGOQ9jcTyIdwTLQ,8A5LSwsKK5vXDH1M3_Tf1w,5.0,0.0,1.0,0.0,"Warning: so fantastic, she may think you are proposing! The premier spa/resort in Santa Barbara (ok, some may prefer the Four Season Biltmore closer to downtown). Bacara is *very* expensive but worth it. It is located about 20 minutes north of Santa Barbara and 5 minutes north of UCSB. If you're a golfer, don't miss Sandpiper which boasts 7 holes right on the Pacific Ocean.",2005-03-21 00:11:48,positive,positive,2005
62,7OwYVJaHe7U6F_yO383aXA,y8lz_6KWGOQ9jcTyIdwTLQ,U3grYFIeu6RgAAQgdriHww,4.0,0.0,0.0,0.0,Casual seafood restaurant downtonw on the water popular with the locals. Start with oyster shooter and then any of the rotating catches of the day.,2005-03-21 00:20:59,positive,positive,2005
63,i-uofxwFATUD4Ci1NqXvKg,y8lz_6KWGOQ9jcTyIdwTLQ,yy6suHtRjIg3RwsNt5vstA,5.0,0.0,0.0,0.0,"Sweet golf course right on the coast in Goleta, 15 minutes north of Santa Barbara, not far from UCSB and Bacara. Seven holes are right on the Pacific Ocean.",2005-03-21 00:39:01,positive,positive,2005
64,ZNM47oWVLR9r-_C6nNNwmQ,3MYdpmHeNwC6FquRWi3YOg,OZT2_Mwn31f_8yaPfU-vAg,4.0,0.0,0.0,0.0,If you work at a sizeable company you probably have a automatic frequent renter style discount here.,2005-03-21 04:19:13,positive,positive,2005
65,8thxACfII83UCQKGJlB5ng,0FbtB0ajpk8VZSVpC6KjGw,DqVpNtgFCP47n6frh-LREA,4.0,0.0,0.0,0.0,This restaurant has got GREAT Mexican food and on a nice day the roof opens up. It used to be an old Mexican Villa so its really pretty on the inside with fountains and lots of plants. I've heard they have the largest tequila bar in Santa Barbara so get a mararita there. They have a great Sunday brunch too complete with both mexican specialites and an omelette chef! This is where I always took out of town guests when I went to college in Santa Barbara.,2005-03-22 20:43:35,positive,positive,2005
66,e6NPv5welKkh8bL0nMkzyQ,0FbtB0ajpk8VZSVpC6KjGw,AmAc0eD6lyVyb7QdOAO1Mg,4.0,1.0,0.0,0.0,Soho is a great place to get a drink and watch some live music. There is a nice outdoor balcony which is great for early cocktails before dinner!,2005-03-22 20:45:10,positive,positive,2005
67,Ckob72WuBNutdi42JvcH_A,0FbtB0ajpk8VZSVpC6KjGw,yE8r8JXplgnr4XxRivkdLw,4.0,0.0,0.0,0.0,"YUMMY Moroccan food here complete with belly dancers who get the whole restaurant involved! Lush decor, a fun date place or perfect for a birthday party.",2005-03-22 20:46:09,positive,positive,2005
68,qnLJ-MDGL7N2CPt7vLxmuw,0FbtB0ajpk8VZSVpC6KjGw,edJoBsse6nsF0BYh6pATAg,4.0,0.0,0.0,0.0,This place is one of a kind. For great Cajun food this is the place to go in Santa Barbara. The waiters will come and do card tricks for you if you ask and they have great martinis. Their fresh muffins are to die for and the jack daniels soufle is a perfect desert. I like the jumbalaya pasta or the blackened catfish. Fun music too!,2005-03-22 20:48:23,positive,positive,2005
69,EbSuJ4FEK_yMR9VhErx01w,0FbtB0ajpk8VZSVpC6KjGw,wrtx446YNQoQa5U7UI6j5w,5.0,1.0,1.0,1.0,"This is one of my favorite places in Santa Barbara. Very romantic and a great place to take a date. They have some of the best cocktails in town and their filet mignon is to die for! A young hip place, you'll catch the 25-35 year old's there on Fridays for happy hour. It looks like a pink doll house from the outside and on the inside its small and cozy. The bar can get a bit crowded so make sure you have reservations for dinner beforehand so you don't have to wait in that area too long.",2005-03-22 20:50:40,positive,positive,2005
70,DEk-eTrCQL-o7SEEm7_PDQ,0FbtB0ajpk8VZSVpC6KjGw,Un-UDVOuv1co3TMmGaumxA,5.0,0.0,0.0,0.0,You CANNOT miss out on this place for breakfast! There are tables in the sand so you can eat breakfast or lunch with your shoes off while you watch the beach and the locals enjoy the sun. Great omelettes and homefries! Gorgeous surroundings and great food.,2005-03-22 23:14:59,positive,positive,2005
71,zgbkt63YsP9SLD4u7tK6aQ,V1pxG6r8_zfkSpLnF7_GhA,GnKtYBofkhA3ZmUBJPS-7w,1.0,1.0,1.0,1.0,"Sometimes a hamburger is so bad it deserves negative stars. If i was to become a vegetarian, i would eat a hamburger here so when the meat temptation hit, i could always remember how bad hamburgers can be. Joe's diner is one of those crappy 50's style diners (like Mel's) with those booth jukeboxes that have lots of chubby checker on them and pictures of old mustangs and elvis. I didn't expect all that much in the way of hamburgers, but when i got my mushroom and provalone (should be swiss, assholes) i was shocked at the quality. The kaiser roll it came on was already soaked through with the slimey meat juice and fell apart on me halfway through the burger. The mushrooms were out of a fucking can - probably one of the cafeteria size cans you can get at Cosco. The meat was flavorless and the vegetables had that 'not-so-fresh' feeling. I've got three words for this hamburger joint (if you ruined your day going there) - dine and ditch.",2005-03-25 21:54:30,negative,negative,2005
72,Ltl-K9qNkYZfceRtu6Vr4A,nkN_do3fJ9xekchVC-v68A,8A5LSwsKK5vXDH1M3_Tf1w,5.0,6.0,1.0,6.0,"Bacara is amazing and makes for an indulgent romantic getaway. It feels secluded, but is 10 minutes from downtown Santa Barbara. Words can't do it justice, but imagine yourself living in a palace complete with fountains, pools, and tropical greenery. This place at times feels surreal...whenever you pass an employee they look you right in the eye, smile, and say hello. Availability was great, we didn't have a reservation and they were able to accomodate us without a problem (insider tip: we got a cheaper rate walking up than was quoted on the phone).",2005-03-29 19:29:36,positive,positive,2005
73,9qnI6MbB82Fy_67eYBAoMg,nkN_do3fJ9xekchVC-v68A,U3grYFIeu6RgAAQgdriHww,5.0,9.0,2.0,3.0,"Not the easiest place to find, but just what I was looking for. Fantastic and fresh seafood, plus great oyster shooters (raw oyster, tabasco, horseraddish, cocktail sauce). Prices are reasonable compared to other SB places. I loved the outdoor heated seating right on the dock. The crowd seemed more local than the other places we tried. Thank you Yelp, I would have never found the place ;).",2005-03-29 19:42:12,positive,positive,2005
